id,name,brand,category,type,price,description
2515,Prestige Dinner Set Neo 688,Prestige,Kitchen,Dinner Set,6214,This dinner set from Prestige is a professional grade performance designed for daily use. It offers leak proof tight lid, dishwasher safe build and five year warranty. Ideal choice for customers looking for a reliable dinner set in the kitchen category at around 6214 rupees.
2516,Butterfly Casserole Max 695,Butterfly,Kitchen,Casserole,1225,This casserole from Butterfly is a budget friendly option designed for daily use. It offers saves cooking time, five year warranty and dishwasher safe build. Ideal choice for customers looking for a reliable casserole in the kitchen category at around 1225 rupees.
2517,Cello Chopping Board Elite 702,Cello,Kitchen,Chopping Board,765,This chopping board from Cello is a premium quality product designed for daily use. It offers dishwasher safe build, food grade stainless steel and easy to clean non stick coating. Ideal choice for customers looking for a reliable chopping board in the kitchen category at around 765 rupees.
2518,Vinod Electric Kettle Ultra 709,Vinod,Kitchen,Electric Kettle,1574,This electric kettle from Vinod is a mid range value for money pick designed for daily use. It offers ergonomic heat resistant handle, saves cooking time and even heat distribution. Ideal choice for customers looking for a reliable electric kettle in the kitchen category at around 1574 rupees.
2519,Pigeon Tiffin Box Lite 716,Pigeon,Kitchen,Tiffin Box,1296,This tiffin box from Pigeon is a entry level basic model designed for daily use. It offers suitable for daily indian cooking, suitable for daily indian cooking and ergonomic heat resistant handle. Ideal choice for customers looking for a reliable tiffin box in the kitchen category at around 1296 rupees.
2520,Milton Cookware Set Lite 723,Milton,Kitchen,Cookware Set,11248,This cookware set from Milton is a professional grade performance designed for daily use. It offers five year warranty, gas and induction compatible and leak proof tight lid. Ideal choice for customers looking for a reliable cookware set in the kitchen category at around 11248 rupees.
2521,Vinod Pressure Cooker Neo 730,Vinod,Kitchen,Pressure Cooker,6304,This pressure cooker from Vinod is a budget friendly option designed for daily use. It offers even heat distribution, leak proof tight lid and gas and induction compatible. Ideal choice for customers looking for a reliable pressure cooker in the kitchen category at around 6304 rupees.
2522,Pigeon Non Stick Pan Edge 737,Pigeon,Kitchen,Non Stick Pan,749,This non stick pan from Pigeon is a premium quality product designed for daily use. It offers gas and induction compatible, ergonomic heat resistant handle and suitable for daily indian cooking. Ideal choice for customers looking for a reliable non stick pan in the kitchen category at around 749 rupees.
2523,Milton Mixer Grinder Edge 744,Milton,Kitchen,Mixer Grinder,5838,This mixer grinder from Milton is a mid range value for money pick designed for daily use. It offers food grade stainless steel, even heat distribution and saves cooking time. Ideal choice for customers looking for a reliable mixer grinder in the kitchen category at around 5838 rupees.
2524,Bajaj Knife Set Zen 751,Bajaj,Kitchen,Knife Set,3674,This knife set from Bajaj is a entry level basic model designed for daily use. It offers easy to clean non stick coating, easy to clean non stick coating and food grade stainless steel. Ideal choice for customers looking for a reliable knife set in the kitchen category at around 3674 rupees.
2525,Hawkins Dinner Set Nova 758,Hawkins,Kitchen,Dinner Set,1374,This dinner set from Hawkins is a professional grade performance designed for daily use. It offers leak proof tight lid, dishwasher safe build and five year warranty. Ideal choice for customers looking for a reliable dinner set in the kitchen category at around 1374 rupees.
2526,Borosil Casserole Air 765,Borosil,Kitchen,Casserole,2225,This casserole from Borosil is a budget friendly option designed for daily use. It offers saves cooking time, five year warranty and dishwasher safe build. Ideal choice for customers looking for a reliable casserole in the kitchen category at around 2225 rupees.
2527,Wonderchef Chopping Board Ultra 772,Wonderchef,Kitchen,Chopping Board,513,This chopping board from Wonderchef is a premium quality product designed for daily use. It offers dishwasher safe build, food grade stainless steel and easy to clean non stick coating. Ideal choice for customers looking for a reliable chopping board in the kitchen category at around 513 rupees.
2528,Prestige Electric Kettle Zen 779,Prestige,Kitchen,Electric Kettle,4514,This electric kettle from Prestige is a mid range value for money pick designed for daily use. It offers ergonomic heat resistant handle, saves cooking time and even heat distribution. Ideal choice for customers looking for a reliable electric kettle in the kitchen category at around 4514 rupees.
2529,Butterfly Tiffin Box Zen 786,Butterfly,Kitchen,Tiffin Box,1360,This tiffin box from Butterfly is a entry level basic model designed for daily use. It offers suitable for daily indian cooking, suitable for daily indian cooking and ergonomic heat resistant handle. Ideal choice for customers looking for a reliable tiffin box in the kitchen category at around 1360 rupees.
2530,Cello Cookware Set Plus 793,Cello,Kitchen,Cookware Set,11608,This cookware set from Cello is a professional grade performance designed for daily use. It offers five year warranty, gas and induction compatible and leak proof tight lid. Ideal choice for customers looking for a reliable cookware set in the kitchen category at around 11608 rupees.
2531,Prestige Pressure Cooker Classic 800,Prestige,Kitchen,Pressure Cooker,7344,This pressure cooker from Prestige is a budget friendly option designed for daily use. It offers even heat distribution, leak proof tight lid and gas and induction compatible. Ideal choice for customers looking for a reliable pressure cooker in the kitchen category at around 7344 rupees.
2532,Butterfly Non Stick Pan Plus 807,Butterfly,Kitchen,Non Stick Pan,3869,This non stick pan from Butterfly is a premium quality product designed for daily use. It offers gas and induction compatible, ergonomic heat resistant handle and suitable for daily indian cooking. Ideal choice for customers looking for a reliable non stick pan in the kitchen category at around 3869 rupees.
2533,Cello Mixer Grinder Plus 814,Cello,Kitchen,Mixer Grinder,8718,This mixer grinder from Cello is a mid range value for money pick designed for daily use. It offers food grade stainless steel, even heat distribution and saves cooking time. Ideal choice for customers looking for a reliable mixer grinder in the kitchen category at around 8718 rupees.
2534,Vinod Knife Set Lite 821,Vinod,Kitchen,Knife Set,454,This knife set from Vinod is a entry level basic model designed for daily use. It offers easy to clean non stick coating, easy to clean non stick coating and food grade stainless steel. Ideal choice for customers looking for a reliable knife set in the kitchen category at around 454 rupees.
2535,Pigeon Dinner Set Prime 828,Pigeon,Kitchen,Dinner Set,6434,This dinner set from Pigeon is a professional grade performance designed for daily use. It offers leak proof tight lid, dishwasher safe build and five year warranty. Ideal choice for customers looking for a reliable dinner set in the kitchen category at around 6434 rupees.
2536,Milton Casserole Lite 835,Milton,Kitchen,Casserole,1625,This casserole from Milton is a budget friendly option designed for daily use. It offers saves cooking time, five year warranty and dishwasher safe build. Ideal choice for customers looking for a reliable casserole in the kitchen category at around 1625 rupees.
2537,Bajaj Chopping Board Core 842,Bajaj,Kitchen,Chopping Board,513,This chopping board from Bajaj is a premium quality product designed for daily use. It offers dishwasher safe build, food grade stainless steel and easy to clean non stick coating. Ideal choice for customers looking for a reliable chopping board in the kitchen category at around 513 rupees.
2538,Hawkins Electric Kettle Ultra 849,Hawkins,Kitchen,Electric Kettle,3394,This electric kettle from Hawkins is a mid range value for money pick designed for daily use. It offers ergonomic heat resistant handle, saves cooking time and even heat distribution. Ideal choice for customers looking for a reliable electric kettle in the kitchen category at around 3394 rupees.
2539,Borosil Tiffin Box Lite 856,Borosil,Kitchen,Tiffin Box,1936,This tiffin box from Borosil is a entry level basic model designed for daily use. It offers suitable for daily indian cooking, suitable for daily indian cooking and ergonomic heat resistant handle. Ideal choice for customers looking for a reliable tiffin box in the kitchen category at around 1936 rupees.
2540,Wonderchef Cookware Set Lite 863,Wonderchef,Kitchen,Cookware Set,2608,This cookware set from Wonderchef is a professional grade performance designed for daily use. It offers five year warranty, gas and induction compatible and leak proof tight lid. Ideal choice for customers looking for a reliable cookware set in the kitchen category at around 2608 rupees.
2541,Hawkins Pressure Cooker Max 870,Hawkins,Kitchen,Pressure Cooker,7604,This pressure cooker from Hawkins is a budget friendly option designed for daily use. It offers even heat distribution, leak proof tight lid and gas and induction compatible. Ideal choice for customers looking for a reliable pressure cooker in the kitchen category at around 7604 rupees.
2542,Borosil Non Stick Pan Ultra 877,Borosil,Kitchen,Non Stick Pan,149,This non stick pan from Borosil is a premium quality product designed for daily use. It offers gas and induction compatible, ergonomic heat resistant handle and suitable for daily indian cooking. Ideal choice for customers looking for a reliable non stick pan in the kitchen category at around 149 rupees.
2543,Wonderchef Mixer Grinder Sport 884,Wonderchef,Kitchen,Mixer Grinder,6478,This mixer grinder from Wonderchef is a mid range value for money pick designed for daily use. It offers food grade stainless steel, even heat distribution and saves cooking time. Ideal choice for customers looking for a reliable mixer grinder in the kitchen category at around 6478 rupees.
2544,Prestige Knife Set Max 891,Prestige,Kitchen,Knife Set,1434,This knife set from Prestige is a entry level basic model designed for daily use. It offers easy to clean non stick coating, easy to clean non stick coating and food grade stainless steel. Ideal choice for customers looking for a reliable knife set in the kitchen category at around 1434 rupees.
2545,Butterfly Dinner Set Core 898,Butterfly,Kitchen,Dinner Set,5994,This dinner set from Butterfly is a professional grade performance designed for daily use. It offers leak proof tight lid, dishwasher safe build and five year warranty. Ideal choice for customers looking for a reliable dinner set in the kitchen category at around 5994 rupees.
2546,Cello Casserole Max 905,Cello,Kitchen,Casserole,1925,This casserole from Cello is a budget friendly option designed for daily use. It offers saves cooking time, five year warranty and dishwasher safe build. Ideal choice for customers looking for a reliable casserole in the kitchen category at around 1925 rupees.
2547,Vinod Chopping Board Core 912,Vinod,Kitchen,Chopping Board,1413,This chopping board from Vinod is a premium quality product designed for daily use. It offers dishwasher safe build, food grade stainless steel and easy to clean non stick coating. Ideal choice for customers looking for a reliable chopping board in the kitchen category at around 1413 rupees.
2548,Pigeon Electric Kettle Core 919,Pigeon,Kitchen,Electric Kettle,1854,This electric kettle from Pigeon is a mid range value for money pick designed for daily use. It offers ergonomic heat resistant handle, saves cooking time and even heat distribution. Ideal choice for customers looking for a reliable electric kettle in the kitchen category at around 1854 rupees.
2549,Milton Tiffin Box Prime 926,Milton,Kitchen,Tiffin Box,1232,This tiffin box from Milton is a entry level basic model designed for daily use. It offers suitable for daily indian cooking, suitable for daily indian cooking and ergonomic heat resistant handle. Ideal choice for customers looking for a reliable tiffin box in the kitchen category at around 1232 rupees.
2550,Bajaj Cookware Set Edge 933,Bajaj,Kitchen,Cookware Set,3688,This cookware set from Bajaj is a professional grade performance designed for daily use. It offers five year warranty, gas and induction compatible and leak proof tight lid. Ideal choice for customers looking for a reliable cookware set in the kitchen category at around 3688 rupees.
2551,Pigeon Pressure Cooker Plus 940,Pigeon,Kitchen,Pressure Cooker,6824,This pressure cooker from Pigeon is a budget friendly option designed for daily use. It offers even heat distribution, leak proof tight lid and gas and induction compatible. Ideal choice for customers looking for a reliable pressure cooker in the kitchen category at around 6824 rupees.
2552,Milton Non Stick Pan Lite 947,Milton,Kitchen,Non Stick Pan,1109,This non stick pan from Milton is a premium quality product designed for daily use. It offers gas and induction compatible, ergonomic heat resistant handle and suitable for daily indian cooking. Ideal choice for customers looking for a reliable non stick pan in the kitchen category at around 1109 rupees.
2553,Bajaj Mixer Grinder Max 954,Bajaj,Kitchen,Mixer Grinder,9678,This mixer grinder from Bajaj is a mid range value for money pick designed for daily use. It offers food grade stainless steel, even heat distribution and saves cooking time. Ideal choice for customers looking for a reliable mixer grinder in the kitchen category at around 9678 rupees.
2554,Hawkins Knife Set Elite 961,Hawkins,Kitchen,Knife Set,4234,This knife set from Hawkins is a entry level basic model designed for daily use. It offers easy to clean non stick coating, easy to clean non stick coating and food grade stainless steel. Ideal choice for customers looking for a reliable knife set in the kitchen category at around 4234 rupees.
2555,Borosil Dinner Set Classic 968,Borosil,Kitchen,Dinner Set,5334,This dinner set from Borosil is a professional grade performance designed for daily use. It offers leak proof tight lid, dishwasher safe build and five year warranty. Ideal choice for customers looking for a reliable dinner set in the kitchen category at around 5334 rupees.
2556,Wonderchef Casserole Air 975,Wonderchef,Kitchen,Casserole,3425,This casserole from Wonderchef is a budget friendly option designed for daily use. It offers saves cooking time, five year warranty and dishwasher safe build. Ideal choice for customers looking for a reliable casserole in the kitchen category at around 3425 rupees.
2557,Prestige Chopping Board Sport 982,Prestige,Kitchen,Chopping Board,1449,This chopping board from Prestige is a premium quality product designed for daily use. It offers dishwasher safe build, food grade stainless steel and easy to clean non stick coating. Ideal choice for customers looking for a reliable chopping board in the kitchen category at around 1449 rupees.
2558,Butterfly Electric Kettle Air 989,Butterfly,Kitchen,Electric Kettle,1294,This electric kettle from Butterfly is a mid range value for money pick designed for daily use. It offers ergonomic heat resistant handle, saves cooking time and even heat distribution. Ideal choice for customers looking for a reliable electric kettle in the kitchen category at around 1294 rupees.
2559,Cello Tiffin Box Sport 996,Cello,Kitchen,Tiffin Box,528,This tiffin box from Cello is a entry level basic model designed for daily use. It offers suitable for daily indian cooking, suitable for daily indian cooking and ergonomic heat resistant handle. Ideal choice for customers looking for a reliable tiffin box in the kitchen category at around 528 rupees.
2560,Vinod Cookware Set Edge 103,Vinod,Kitchen,Cookware Set,12328,This cookware set from Vinod is a professional grade performance designed for daily use. It offers five year warranty, gas and induction compatible and leak proof tight lid. Ideal choice for customers looking for a reliable cookware set in the kitchen category at around 12328 rupees.
2561,Butterfly Pressure Cooker Max 110,Butterfly,Kitchen,Pressure Cooker,1364,This pressure cooker from Butterfly is a budget friendly option designed for daily use. It offers even heat distribution, leak proof tight lid and gas and induction compatible. Ideal choice for customers looking for a reliable pressure cooker in the kitchen category at around 1364 rupees.
2562,Cello Non Stick Pan Lite 117,Cello,Kitchen,Non Stick Pan,509,This non stick pan from Cello is a premium quality product designed for daily use. It offers gas and induction compatible, ergonomic heat resistant handle and suitable for daily indian cooking. Ideal choice for customers looking for a reliable non stick pan in the kitchen category at around 509 rupees.
2563,Vinod Mixer Grinder Neo 124,Vinod,Kitchen,Mixer Grinder,12878,This mixer grinder from Vinod is a mid range value for money pick designed for daily use. It offers food grade stainless steel, even heat distribution and saves cooking time. Ideal choice for customers looking for a reliable mixer grinder in the kitchen category at around 12878 rupees.
2564,Pigeon Knife Set Classic 131,Pigeon,Kitchen,Knife Set,5074,This knife set from Pigeon is a entry level basic model designed for daily use. It offers easy to clean non stick coating, easy to clean non stick coating and food grade stainless steel. Ideal choice for customers looking for a reliable knife set in the kitchen category at around 5074 rupees.
2565,Milton Dinner Set Prime 138,Milton,Kitchen,Dinner Set,934,This dinner set from Milton is a professional grade performance designed for daily use. It offers leak proof tight lid, dishwasher safe build and five year warranty. Ideal choice for customers looking for a reliable dinner set in the kitchen category at around 934 rupees.
2566,Bajaj Casserole Elite 145,Bajaj,Kitchen,Casserole,1525,This casserole from Bajaj is a budget friendly option designed for daily use. It offers saves cooking time, five year warranty and dishwasher safe build. Ideal choice for customers looking for a reliable casserole in the kitchen category at around 1525 rupees.
2567,Hawkins Chopping Board Neo 152,Hawkins,Kitchen,Chopping Board,1233,This chopping board from Hawkins is a premium quality product designed for daily use. It offers dishwasher safe build, food grade stainless steel and easy to clean non stick coating. Ideal choice for customers looking for a reliable chopping board in the kitchen category at around 1233 rupees.
2568,Borosil Electric Kettle Elite 159,Borosil,Kitchen,Electric Kettle,4794,This electric kettle from Borosil is a mid range value for money pick designed for daily use. It offers ergonomic heat resistant handle, saves cooking time and even heat distribution. Ideal choice for customers looking for a reliable electric kettle in the kitchen category at around 4794 rupees.
2569,Wonderchef Tiffin Box Air 166,Wonderchef,Kitchen,Tiffin Box,336,This tiffin box from Wonderchef is a entry level basic model designed for daily use. It offers suitable for daily indian cooking, suitable for daily indian cooking and ergonomic heat resistant handle. Ideal choice for customers looking for a reliable tiffin box in the kitchen category at around 336 rupees.
2570,Prestige Cookware Set Air 173,Prestige,Kitchen,Cookware Set,1168,This cookware set from Prestige is a professional grade performance designed for daily use. It offers five year warranty, gas and induction compatible and leak proof tight lid. Ideal choice for customers looking for a reliable cookware set in the kitchen category at around 1168 rupees.
2571,Borosil Pressure Cooker Lite 180,Borosil,Kitchen,Pressure Cooker,8384,This pressure cooker from Borosil is a budget friendly option designed for daily use. It offers even heat distribution, leak proof tight lid and gas and induction compatible. Ideal choice for customers looking for a reliable pressure cooker in the kitchen category at around 8384 rupees.
2572,Wonderchef Non Stick Pan Nova 187,Wonderchef,Kitchen,Non Stick Pan,2549,This non stick pan from Wonderchef is a premium quality product designed for daily use. It offers gas and induction compatible, ergonomic heat resistant handle and suitable for daily indian cooking. Ideal choice for customers looking for a reliable non stick pan in the kitchen category at around 2549 rupees.
2573,Prestige Mixer Grinder Edge 194,Prestige,Kitchen,Mixer Grinder,8718,This mixer grinder from Prestige is a mid range value for money pick designed for daily use. It offers food grade stainless steel, even heat distribution and saves cooking time. Ideal choice for customers looking for a reliable mixer grinder in the kitchen category at around 8718 rupees.
2574,Nike Running Shoes Nova 100,Nike,Footwear,Running Shoes,4201,This running shoes from Nike is a budget friendly option designed for daily use. It offers cushioned sole for all day comfort, perfect for running and gym and anti skid rubber outsole. Ideal choice for customers looking for a reliable running shoes in the footwear category at around 4201 rupees.
2575,Bata Sandals Classic 107,Bata,Footwear,Sandals,2032,This sandals from Bata is a premium quality product designed for daily use. It offers anti skid rubber outsole, strong grip on wet surface and memory foam insole. Ideal choice for customers looking for a reliable sandals in the footwear category at around 2032 rupees.
2576,Campus Formal Shoes Prime 114,Campus,Footwear,Formal Shoes,811,This formal shoes from Campus is a mid range value for money pick designed for daily use. It offers breathable mesh upper, cushioned sole for all day comfort and suitable for office formals. Ideal choice for customers looking for a reliable formal shoes in the footwear category at around 811 rupees.
2577,Liberty Sneakers Nova 121,Liberty,Footwear,Sneakers,6959,This sneakers from Liberty is a entry level basic model designed for daily use. It offers water resistant build, water resistant build and breathable mesh upper. Ideal choice for customers looking for a reliable sneakers in the footwear category at around 6959 rupees.
2578,Puma Flip Flops Nova 128,Puma,Footwear,Flip Flops,752,This flip flops from Puma is a professional grade performance designed for daily use. It offers perfect for running and gym, lightweight everyday wear and durable stitched construction. Ideal choice for customers looking for a reliable flip flops in the footwear category at around 752 rupees.
2579,Sparx Hiking Boots Zen 135,Sparx,Footwear,Hiking Boots,4958,This hiking boots from Sparx is a budget friendly option designed for daily use. It offers suitable for office formals, durable stitched construction and lightweight everyday wear. Ideal choice for customers looking for a reliable hiking boots in the footwear category at around 4958 rupees.
2580,Red Tape Loafers Max 142,Red Tape,Footwear,Loafers,7567,This loafers from Red Tape is a premium quality product designed for daily use. It offers lightweight everyday wear, breathable mesh upper and water resistant build. Ideal choice for customers looking for a reliable loafers in the footwear category at around 7567 rupees.
2581,Adidas Sports Shoes Lite 149,Adidas,Footwear,Sports Shoes,3999,This sports shoes from Adidas is a mid range value for money pick designed for daily use. It offers strong grip on wet surface, suitable for office formals and cushioned sole for all day comfort. Ideal choice for customers looking for a reliable sports shoes in the footwear category at around 3999 rupees.
2582,Woodland Heels Sport 156,Woodland,Footwear,Heels,6191,This heels from Woodland is a entry level basic model designed for daily use. It offers memory foam insole, memory foam insole and strong grip on wet surface. Ideal choice for customers looking for a reliable heels in the footwear category at around 6191 rupees.
2583,Skechers Slippers Ultra 163,Skechers,Footwear,Slippers,325,This slippers from Skechers is a professional grade performance designed for daily use. It offers durable stitched construction, anti skid rubber outsole and perfect for running and gym. Ideal choice for customers looking for a reliable slippers in the footwear category at around 325 rupees.
2584,Adidas Running Shoes Nova 170,Adidas,Footwear,Running Shoes,3409,This running shoes from Adidas is a budget friendly option designed for daily use. It offers cushioned sole for all day comfort, perfect for running and gym and anti skid rubber outsole. Ideal choice for customers looking for a reliable running shoes in the footwear category at around 3409 rupees.
2585,Woodland Sandals Pro 177,Woodland,Footwear,Sandals,2968,This sandals from Woodland is a premium quality product designed for daily use. It offers anti skid rubber outsole, strong grip on wet surface and memory foam insole. Ideal choice for customers looking for a reliable sandals in the footwear category at around 2968 rupees.
2586,Skechers Formal Shoes Max 184,Skechers,Footwear,Formal Shoes,6859,This formal shoes from Skechers is a mid range value for money pick designed for daily use. It offers breathable mesh upper, cushioned sole for all day comfort and suitable for office formals. Ideal choice for customers looking for a reliable formal shoes in the footwear category at around 6859 rupees.
2587,Nike Sneakers Sport 191,Nike,Footwear,Sneakers,1127,This sneakers from Nike is a entry level basic model designed for daily use. It offers water resistant build, water resistant build and breathable mesh upper. Ideal choice for customers looking for a reliable sneakers in the footwear category at around 1127 rupees.
2588,Bata Flip Flops Pro 198,Bata,Footwear,Flip Flops,1206,This flip flops from Bata is a professional grade performance designed for daily use. It offers perfect for running and gym, lightweight everyday wear and durable stitched construction. Ideal choice for customers looking for a reliable flip flops in the footwear category at around 1206 rupees.
2589,Campus Hiking Boots Prime 205,Campus,Footwear,Hiking Boots,9854,This hiking boots from Campus is a budget friendly option designed for daily use. It offers suitable for office formals, durable stitched construction and lightweight everyday wear. Ideal choice for customers looking for a reliable hiking boots in the footwear category at around 9854 rupees.
2590,Liberty Loafers Ultra 212,Liberty,Footwear,Loafers,6181,This loafers from Liberty is a premium quality product designed for daily use. It offers lightweight everyday wear, breathable mesh upper and water resistant build. Ideal choice for customers looking for a reliable loafers in the footwear category at around 6181 rupees.
2591,Puma Sports Shoes Prime 219,Puma,Footwear,Sports Shoes,7239,This sports shoes from Puma is a mid range value for money pick designed for daily use. It offers strong grip on wet surface, suitable for office formals and cushioned sole for all day comfort. Ideal choice for customers looking for a reliable sports shoes in the footwear category at around 7239 rupees.
2592,Sparx Heels Prime 226,Sparx,Footwear,Heels,5219,This heels from Sparx is a entry level basic model designed for daily use. It offers memory foam insole, memory foam insole and strong grip on wet surface. Ideal choice for customers looking for a reliable heels in the footwear category at around 5219 rupees.
2593,Red Tape Slippers Plus 233,Red Tape,Footwear,Slippers,840,This slippers from Red Tape is a professional grade performance designed for daily use. It offers durable stitched construction, anti skid rubber outsole and perfect for running and gym. Ideal choice for customers looking for a reliable slippers in the footwear category at around 840 rupees.
2594,Puma Running Shoes Ultra 240,Puma,Footwear,Running Shoes,1033,This running shoes from Puma is a budget friendly option designed for daily use. It offers cushioned sole for all day comfort, perfect for running and gym and anti skid rubber outsole. Ideal choice for customers looking for a reliable running shoes in the footwear category at around 1033 rupees.
2595,Sparx Sandals Classic 247,Sparx,Footwear,Sandals,1096,This sandals from Sparx is a premium quality product designed for daily use. It offers anti skid rubber outsole, strong grip on wet surface and memory foam insole. Ideal choice for customers looking for a reliable sandals in the footwear category at around 1096 rupees.
2596,Red Tape Formal Shoes Air 254,Red Tape,Footwear,Formal Shoes,3583,This formal shoes from Red Tape is a mid range value for money pick designed for daily use. It offers breathable mesh upper, cushioned sole for all day comfort and suitable for office formals. Ideal choice for customers looking for a reliable formal shoes in the footwear category at around 3583 rupees.
2597,Adidas Sneakers Nova 261,Adidas,Footwear,Sneakers,2423,This sneakers from Adidas is a entry level basic model designed for daily use. It offers water resistant build, water resistant build and breathable mesh upper. Ideal choice for customers looking for a reliable sneakers in the footwear category at around 2423 rupees.
2598,Woodland Flip Flops Neo 268,Woodland,Footwear,Flip Flops,1238,This flip flops from Woodland is a professional grade performance designed for daily use. It offers perfect for running and gym, lightweight everyday wear and durable stitched construction. Ideal choice for customers looking for a reliable flip flops in the footwear category at around 1238 rupees.
2599,Skechers Hiking Boots Pro 275,Skechers,Footwear,Hiking Boots,1214,This hiking boots from Skechers is a budget friendly option designed for daily use. It offers suitable for office formals, durable stitched construction and lightweight everyday wear. Ideal choice for customers looking for a reliable hiking boots in the footwear category at around 1214 rupees.
2600,Nike Loafers Plus 282,Nike,Footwear,Loafers,1825,This loafers from Nike is a premium quality product designed for daily use. It offers lightweight everyday wear, breathable mesh upper and water resistant build. Ideal choice for customers looking for a reliable loafers in the footwear category at around 1825 rupees.
2601,Bata Sports Shoes Classic 289,Bata,Footwear,Sports Shoes,2379,This sports shoes from Bata is a mid range value for money pick designed for daily use. It offers strong grip on wet surface, suitable for office formals and cushioned sole for all day comfort. Ideal choice for customers looking for a reliable sports shoes in the footwear category at around 2379 rupees.
2602,Campus Heels Elite 296,Campus,Footwear,Heels,2141,This heels from Campus is a entry level basic model designed for daily use. It offers memory foam insole, memory foam insole and strong grip on wet surface. Ideal choice for customers looking for a reliable heels in the footwear category at around 2141 rupees.
2603,Liberty Slippers Sport 303,Liberty,Footwear,Slippers,1632,This slippers from Liberty is a professional grade performance designed for daily use. It offers durable stitched construction, anti skid rubber outsole and perfect for running and gym. Ideal choice for customers looking for a reliable slippers in the footwear category at around 1632 rupees.
2604,Bata Running Shoes Neo 310,Bata,Footwear,Running Shoes,5587,This running shoes from Bata is a budget friendly option designed for daily use. It offers cushioned sole for all day comfort, perfect for running and gym and anti skid rubber outsole. Ideal choice for customers looking for a reliable running shoes in the footwear category at around 5587 rupees.
2605,Campus Sandals Nova 317,Campus,Footwear,Sandals,1960,This sandals from Campus is a premium quality product designed for daily use. It offers anti skid rubber outsole, strong grip on wet surface and memory foam insole. Ideal choice for customers looking for a reliable sandals in the footwear category at around 1960 rupees.
2606,Liberty Formal Shoes Lite 324,Liberty,Footwear,Formal Shoes,5347,This formal shoes from Liberty is a mid range value for money pick designed for daily use. It offers breathable mesh upper, cushioned sole for all day comfort and suitable for office formals. Ideal choice for customers looking for a reliable formal shoes in the footwear category at around 5347 rupees.
2607,Puma Sneakers Neo 331,Puma,Footwear,Sneakers,2639,This sneakers from Puma is a entry level basic model designed for daily use. It offers water resistant build, water resistant build and breathable mesh upper. Ideal choice for customers looking for a reliable sneakers in the footwear category at around 2639 rupees.
2608,Sparx Flip Flops Zen 338,Sparx,Footwear,Flip Flops,752,This flip flops from Sparx is a professional grade performance designed for daily use. It offers perfect for running and gym, lightweight everyday wear and durable stitched construction. Ideal choice for customers looking for a reliable flip flops in the footwear category at around 752 rupees.
2609,Red Tape Hiking Boots Elite 345,Red Tape,Footwear,Hiking Boots,6398,This hiking boots from Red Tape is a budget friendly option designed for daily use. It offers suitable for office formals, durable stitched construction and lightweight everyday wear. Ideal choice for customers looking for a reliable hiking boots in the footwear category at around 6398 rupees.
2610,Adidas Loafers Pro 352,Adidas,Footwear,Loafers,3013,This loafers from Adidas is a premium quality product designed for daily use. It offers lightweight everyday wear, breathable mesh upper and water resistant build. Ideal choice for customers looking for a reliable loafers in the footwear category at around 3013 rupees.
2611,Woodland Sports Shoes Ultra 359,Woodland,Footwear,Sports Shoes,1659,This sports shoes from Woodland is a mid range value for money pick designed for daily use. It offers strong grip on wet surface, suitable for office formals and cushioned sole for all day comfort. Ideal choice for customers looking for a reliable sports shoes in the footwear category at around 1659 rupees.
2612,Skechers Heels Zen 366,Skechers,Footwear,Heels,6677,This heels from Skechers is a entry level basic model designed for daily use. It offers memory foam insole, memory foam insole and strong grip on wet surface. Ideal choice for customers looking for a reliable heels in the footwear category at around 6677 rupees.
2613,Nike Slippers Nova 373,Nike,Footwear,Slippers,325,This slippers from Nike is a professional grade performance designed for daily use. It offers durable stitched construction, anti skid rubber outsole and perfect for running and gym. Ideal choice for customers looking for a reliable slippers in the footwear category at around 325 rupees.
2614,Woodland Running Shoes Max 380,Woodland,Footwear,Running Shoes,6181,This running shoes from Woodland is a budget friendly option designed for daily use. It offers cushioned sole for all day comfort, perfect for running and gym and anti skid rubber outsole. Ideal choice for customers looking for a reliable running shoes in the footwear category at around 6181 rupees.
2615,Skechers Sandals Zen 387,Skechers,Footwear,Sandals,2320,This sandals from Skechers is a premium quality product designed for daily use. It offers anti skid rubber outsole, strong grip on wet surface and memory foam insole. Ideal choice for customers looking for a reliable sandals in the footwear category at around 2320 rupees.
2616,Nike Formal Shoes Air 394,Nike,Footwear,Formal Shoes,1819,This formal shoes from Nike is a mid range value for money pick designed for daily use. It offers breathable mesh upper, cushioned sole for all day comfort and suitable for office formals. Ideal choice for customers looking for a reliable formal shoes in the footwear category at around 1819 rupees.
2617,Bata Sneakers Nova 401,Bata,Footwear,Sneakers,2207,This sneakers from Bata is a entry level basic model designed for daily use. It offers water resistant build, water resistant build and breathable mesh upper. Ideal choice for customers looking for a reliable sneakers in the footwear category at around 2207 rupees.
2618,Campus Flip Flops Max 408,Campus,Footwear,Flip Flops,752,This flip flops from Campus is a professional grade performance designed for daily use. It offers perfect for running and gym, lightweight everyday wear and durable stitched construction. Ideal choice for customers looking for a reliable flip flops in the footwear category at around 752 rupees.
2619,Liberty Hiking Boots Neo 415,Liberty,Footwear,Hiking Boots,2942,This hiking boots from Liberty is a budget friendly option designed for daily use. It offers suitable for office formals, durable stitched construction and lightweight everyday wear. Ideal choice for customers looking for a reliable hiking boots in the footwear category at around 2942 rupees.
